Company,Model,Year,Reviewer,Date,Title,Rating,Review
acura,mdx,2018,Gary Baker, 08/27/2018,Too Many Intermittent Issues,pos,"2018 Acura MDX Sport Hybrid, Advanced Package Review

We took delivery of the vehicle in April 2018, and have had numerous problems with the vehicle since we bought it.  The advance package has the seat, steering wheel, and outside mirrors memory positioning system.  Intermittently, the steering wheel does not return to the memory position of the driver.  It stays all the way up, which is the exit vehicle position.  

I have an open report with Acura Client Relations.  I've had the vehicle at the dealer four times to correct the problem, but they say they cannot duplicate the issue.  On the fourth visit, the vehicle malfunctioned while the service writer was present, but the dealership still contended they could not confirm the issue.  Ultimately, they said Honda knows the issue is present, but in their opinion, it only malfunctions when both keys are present.  My response was that it seems unusual that Honda knowingly has a malfunction in their system, but chooses to ignore it.  Just to be clear, the issue happens whether both keys are present or whether only one key is present.

For some reason, Acura changed the way they receive traffic information for their vehicles.  Acura now uses HD Radio signals to receive traffic information for the 2018 MDX.  I would assume Acura uses HD Radio signals for all their vehicles.  The problem is, unless you're in a major metropolitan area, you do not get traffic information.  As a result, when you are driving in heavy traffic, the navigation does not reroute you around heavy traffic.  I have a 2016 Acura RDX, and the traffic flow works fine.  I believe Acura used to use some sort of satellite signals to receive the information, but for some reason changed to HD Radio signals.  Whatever happened to ""if it isn't broke, don't fix it""!

I've had multiple other intermittent issues with the vehicle as well.  Sometimes I have to press the Reverse button several times before the car actually shifts into gear.  When accelerating normally, the transmission seems to stay in lower gears for a long time, and the engine stays at 3,500 to 4,000 RPM, even though you are at a constant speed.  For some reason, I started getting between 16 and 17 mpg, which is what prompted my inquiring about the proper operation of the climate control system.  Then all of a sudden, I started getting what I was accustomed to seeing.  

Acura Owners Manuals are horrible.  Because of the drastic mpg variance, I've been trying to figure out the Climate Control system.  I have had open dialog with the salesman who sold me the car for over a month.  Apparently Acura sales and technical personnel don't know how the climate control system works either.  No one has contacted me with some sort of information for over a month.  

The MDX Sport Hybrid is actually a nice car.  Very quiet and smooth riding.  Their estimated fuel efficiency is a little off though.  I can get about 25 mpg on the highway, and around 21 mpg city.  Overall I get about 22 mpg.  We traded in our 2010 Lexus 450H, which is a Hybrid as well, for the MDX.  We got around 30 mpg highway and 23 city with the Lexus, and overall we got 25 mpg from the day we bought it until we traded it in.

The open case with their Client Relations has been a challenge since I opened it five weeks ago, July 17th.  From July 19th until July 25th, I left voicemail messages on the case managers direct line, and never got a call back.  When she finally did call me back July 25th, she claimed she never received any of my messages.  Apparently their phone system at Honda also has intermittent problems.  When last I talked to the case manager on August 8th, she told me she would be back in touch with me by August 10th.  That is the last I've heard from her, and today is August 26th.  I guess it must be another intermittent problem.

It's hard for me to understand why Honda/Acura has such lousy
 customer service.  Starting with their sales staff, to their service department, right up to their Client Relations.  When you spend $60,000.00 for a luxury vehicle, I would think the manufacture would be more concerned about their customers.
Read more
"
acura,mdx,2018,Brittany B., 08/05/2018,Getting out of 1st is the worst!,neu,"This car is beautiful- it rides smoothly has a lot of awesome standard technology BUT accelerating is awful! It is super slow coming out of first gear & that alone is a deal breaker for me. The other thing I am not crazy about is the touch screen climate control. It takes your eyes off the road as you try to adjust the temp b/c there are several touches to move the temp.
"
acura,mdx,2018,Hitech, 03/19/2018,Good car with some challenges,pos,"I own this SUV for over a year.  I like the drivability and overall comfort and safety.  The built in smarts are very good and easy to navigate.  The only nagging problem is breaking, particularly when reversing from park, it makes clicking sound. Been to dealer couple of times- they acknowledged the issue but no solution.  I am told it is a new feature of this model. The sound is very annoying to me and unfortunately Acura can’t fix it.  Very sad! Contacted Acura USA- same answer.
"
acura,mdx,2018,Charlie N., 02/06/2018,This is our second MDX,pos,"Love this car.  Love the transmission.  Love the gas mileage on the freeway.  Love the night time visibility with the LED lights.  I have owned this car now for a little over 2 months and put about 5.5k on it.  The trans has 9 speeds.  It has drive, sport and manual via paddle shifters.   I like using the sport mode going down hill and  when I really need to get up and go.  Put it in sport at a stop light and it is a rocket ship taking off.  O.K. not a Tesla, but for as big as it is it gets up and goes.  I haven't driven up to Tahoe yet so I can't say how it performs climbing the hills.  If it is anything like the previous 2004 MDX, I am sure it will do great.  I am happy with the gas mileage on the freeway.  I have achieved 25 mpg at 75 mph.  That is on the flat.  City mileage is around 16 to 18 mpg.  I love the LED headlights.  I don't like that the headlights do not self adjust when the car is loaded.  For the price and that it is the Advanced Package, Acura should have installed load sensors and headlight adjustment motors.  On coming traffic really does not like to be blinded by LED lights.  That is a big letdown in my opinion for a '17 SUV.   I am not real happy with the voice activation everything.  It is very clunky, does not understand your voice and very slow.  If you have not memorized the commands it will just frustrate the hell out of you.  I also don't like the little upper screen and the very grainy picture for parking assist.  My '04 MDX with the rear view camera had a more clear, crisp picture.  I don't like that I couldn't get 18"" or 19"" wheels.  They are 20"" and are not low profile tires or run-flats.  I wanted a smaller wheel so it won't bend so easily when you hit a pot hole.  Aluminum wheels bend easy and are really, really expensive to replace.   I am not real happy with the active cruise control.  I was zooming along at 75 mph the other day with the car in front of me going the same speed.  We were in the middle lane of a three line freeway.  A car from the fast lane decided it want to be in the far right lane.  With no blinker, they moved between me and the car in front and then to the far right lane.  The active cruise freaked out, slammed on the brakes (collision avoidance) and sounded the alarm and the flashing orange light on the dash.  It scared the $h_T out of me!!!  When I bought the car I asked if the radar could be turned off and the cruise control be regular cruise.  ""Yes"" they told me.  No you  actually can't.  I tried.  Today I was listening to a podcast on my i-phone (6) when I got a phone call.  I answered the call and I could her the caller, but she could not hear me.  This is the first time I have had a problem with an incoming call.  My wife has an i-phone (8 plus) and the contacts will not completely load.  Acura says it is and Apple software problem.  I can not comment on the cost of maintenance yet as I have not had anything done on it yet.  I have changed the oil because on a new engine I like to change the oil withing a few thousand miles to drain out the engine break-in byproducts.   Over all I am very happy with this car.  It is fun to drive and very comfortable.
"
acura,mdx,2018,Clare Conley, 04/16/2018,Nice Car-Could Be Better,pos,"We've had our 2018 MDX for about seven months, and have taken it on five road trips.  It replaced a 2010 RL, which in turn replaced a 2005 RL.  We like practically everything about the car except the adaptive cruise control (which picks up large trucks in the lane immediately to our right), the dimmed rear view mirror, and-significant blind spots only partly mitigated by the blind spot monitoring system. However, the big turn-off is the navigation system's traffic information.  Both the 2005 and 2010 RLs had the identical system, backed by XM radio based traffic info.  The MDX traffic is HD radio-based, and at least in Arizona, California, and Oregon, is spotty-some places it works some days.  Other days, it doesn't work in the same places.  Why, oh why, did they replace a functioning delivery system with a defective one?
"
acura,mdx,2018,James Peebles, 01/23/2019,Nine different electrical failures in twenty seven,neg,"I've been robbed. Nine different electrical failures in twenty seven weeks.  That's every three weeks there is a new problem. Most concerning is heated seat problem, possibly a fire hazard. Six failures have occurred one time, three problems are intermittent. Dealership can't emulate failures and will not change any components in an attempt to eliminate a possible cause. I am working with a regional case manager with Acura client relations now. Many other MDX models are having the same problems. If you are having a problem with your MDX, file a report with the National Highway Traffic Safety Administration . I think all of us should gather in some group and file a  class action lawsuit. Acura knows about these problems and continues to sell their defective product.
"
acura,mdx,2018,Lynne, 02/18/2018,Acura MDX 2018,pos,"Apple iphone does not work. Downloaded the phone contact list multiple times and after contacting the dealer 8 was told that the latest IOS upgrade is not supported by the car. Ha e to wait for another upgrade and hope it works.
"
acura,mdx,2018,Chris Yoso, 06/05/2018,One Of The Best Midsize Luxury SUV’s,pos,"After owning an unreliable Gl550 resulting in over 5,000 dollars for repair, I decided our family should switch to something more reliable. While the Lexus RX was a solid choice it was slow and the lower trim levels was not really nice. I heard about Acura and thought I should check it out. Overall I am glad with my choice not only because of the lower price, but because of the reliability. This car feels upscale, not cheap. The only downside was the Acura dealers. The service is not very good.  "
acura,mdx,2018,Jennifer, 09/02/2018,Slow to leave 1st gear,neu,"Love the car but leaving from a stop its slow to go. Jerks coming out of first into second. Disappointing. Drove another mdx and it was ok so the problem is with mine. Dealership said it seemed fine but its not.
"
acura,mdx,2018,Shakor, 01/13/2019,Overpriced! Overrated!,neu,"Rear differential fluid must be changed every 7k miles! It used to be every 70k miles! This will run you about $300 at the dealer who is the only one recommended to do it. Premium gas is recommended. The car is sluggish with economy gas. I use plus gas. The car does jerk a little in the lower gears when pressing on the gas but could be due to gas quality. There tends to be some dust when I turn on the fan. Passengers will usually cough or sniffle when the air is on. The air quality and airflow is bad even with a new filter. The front seats are heated, the rear seats are not heated. It would be nice if all seats are heated. Headlights are nice and bright and have a cool design. The armrest on the door is a little hard. It should be made more comfortable. This SUV is overpriced in my opinion at 50K. Safety radar / collision detection feature to warn when approaching a vehicle too fast in front of me is very useful! Rear seats are not comfortable and padding is thin. 
"
acura,mdx,2018,Brian, 08/10/2018,2018 MDX Advance is Awesome,pos,"Solid car! I don’t understand other reviews here. Great acceleration with smart instruments and powerful semi-autonomous driving! Lane Keeling assist kept me equidistant and worked like a charm. Let’s me know- as an older driver I am- if I happen to drift and corrects it for me. Many features and so fun to learn- my dealer has a class once a month so if you want to learn more about all the features you can without having to just poke around- and they feed you free with the great Acura Service bar- sandwiches and drinks served free! Try getting that from another Manufacturer- I can pre order my lunch by my phone and if I get my oil changed- just eat in their awesome lounge while the oil is changed Free! Yes- first 10 oil changes / tire rotations included! Best looking SUV ! Mine is black on black- our one kid loves the captain chair and she has her own console- No mini van needed! Can’t imagine anything better-
"
acura,mdx,2018,John C, 01/01/2019,Sluggish and Noisy,neg,"Car is slow and jerky in accelerating from 1st to 2nd gear. Is also extremely noisy at highway speed in above normal windy conditions. A clanking sound from underneath engine is quite common. Dealers reinforced sound deadening strips around doors and windows but noise can still be heard. Would not recommend this car.
"
acura,mdx,2018,Cal, 09/04/2018,Great value and style!,pos,"I compared the MDX with the Lexus R350L, Audi Q7 and Infinity QX60 and purchased this car because of the value, comfort and style.  I have been very pleased with the performance thus far."
acura,mdx,2018,Jim Smith, 05/05/2019,Great driving 4400lb Hybrid SUV,pos,"Ride and handling excellent.  Acceleration with assist of those 2 rear electric motors is awesome for this fuel efficient 4400lb SUV.  Average fuel economy is 25 to 30 MPG, but supreme gasoline is required.  Handling in hard driving rain is excellent.  Nighttime drive is excellent and on the winding 2 lane back roads exceptional with great stability and Auto dimming very bright headlights.  Yes, the transition from a stop while on battery to engine power takes bit to get use to, but is really not bad at all.  I find the controls are very easy to use and did not take much time to get use to using each.  I use Android Auto running Waze or Google Maps for navigation and could not ask for better performance.  Front climate controlled seating is awesome, 2nd row captain seats are great, while 3rd row seating is tight and be used for smaller kids or short trips for taller people.  Cargo capacity is good for me.  No towing with this Hybrid could be a problem for some.  I've driven this SUV for just about a year without issue and performance and ride for me has been exceptional both in city and on the highway.  Just about at the 2 year point and this SUV for me has been perfect.  No problems at all.  Ride and drive perfect.
"
acura,mdx,2018,MDX Owner 15 Years , 02/07/2020,Transmission Problems!!,neg,"I’ve had my 2018 MDX for two years.  At 17k miles I had to have my transmission replaced and serviced after at least 3 additional times to “reset” my transmission because of jerking and the influx from shifting from one gear while driving, mind you while during automatic mode.  My rear camera has been stuck on at least 6 times while driving, error messages but no light warning and getting stuck in Neutral while finishing my car wash.  In a panic about the person behind me about to smash into me because they are on the belt behind me.  Hitting the drive button, neutral button at least 16 times before having to placing my car in park while still on the belt.  Now I’m starting to hear the little humming noise again now at 25k miles, same sound I started to hear before my transmission went out the first time.  Love Acura but this might be my last rodeo depending on the out come with the dealer today.  Uhg!! 
"
acura,mdx,2018,Matt, 05/09/2018,Beware - Fragile electronics,neg,"The rear USB ports are perilously close to the rear drinks holders and unprotected from even the slightest spill.  My young boy spilt no more than a straw full of liquid but it was enough to completely short the electronics and completely incapacitate the car and render it undriveable.  After a four figure repair sum Acura client relations were rude and completely unsympathetic.  Will be the last Acura I ever buy - sticking with Lexus from now on.  Shame because the car actually drives great, but doesn't have the attention to detail of other luxury brands.
"
acura,mdx,2018,Charlotte, 04/28/2018,LOVE my 2018 Acura MDX with Technology,pos,"Having owned Buick, Honda, Toyota, and Opel, I absolutely love my new MDX.   The technology portions have been greatly improved and are easier to use.  And, I really love CarPlay.  In selecting my new vehicle, I test drove the Highlander, RDX and the MDX.  My requirements were ride comfort and low vehicle noise.  I would rank my choices as follows:  MDX, Highlander (a close second) and the RDX which made more sense economically.  However, the MDX met my primary needs better than the other two.  Knowing Acura's reliability made my decision, and I have been driving it now for a month and love it.  FYI, my friends have been very impressed with the ride and the ease of using the technology.  They drive 2018 Ford, Lexus, Toyota, and Honda SUV's.
"
acura,mdx,2018,WallyO, 07/25/2018,This car is a steal at full sticker,pos,"This SUV offers a combination of high technology in the very smooth, full-time torque-vectoring hybrid system, precise and entertaining dynamics and a comfortable and very quiet cabin that is unlike any other car I've driven; and I've owned dozens, including a few BMW's, several MB's, and four Mini Coopers. The Hybrid semi-autonomous systems work incredibly well (including the Lane Keep Assist, which makes the car nearly self-driving, with no ping-ponging from side to side), and the versatility of operational customization through the settings menu is stellar.  The four-drive-mode setup is also excellent, essentially allowing you to own three very different cars that you can instantly call up, depending on your mood and purpose in the moment. (The difference between Comfort and Normal is subtle, but Sport and Sport+ transform the car.) I know that some people feel the interior design and materials fall below that of other ""luxury"" cars, but I find the cabin very well made, very useful and very attractive. Like most BMW's, the interior is solid and understated, and avoids the ostentatious bling-bling look that some now equate with luxury and ""prestige."" This is a luxury car, but without pretension. The lack of glitzy features (like the completely unnecessary gimmick of Google Earth in the NAV system) is a relief, and makes the car functionally safer because of the lack of distractions. (If you want to play video games, I'd suggest you stay at home. If you want to know where you're going, simple map graphics are required.) Operationally, the Hybrid is complex enough in operation and functional options, that a new owner should take some time familiarizing himself or herself while still in the garage. After a week or two, you'll realize that you have a stellar vehicle on your hands.
"
acura,mdx,2018,SS, 01/29/2018,Great SUV,pos,"very smooth  riding. Feels luxurious and safe. Needs updated tech. Autonomous features slow to react.
"
acura,mdx,2018,Joe C, 04/17/2019,Ride the hybrid!! updated 4/18/2020,pos,"Overall we have been very happy with the MDX hybrid.  I must say I am at a loss with the Edmund's review which says the car feels lethargic around town.  The car was delivered with one of the folding mirrors not working properly but the dealer promptly fixed it but it should have been discovered pre-delivery.  The car has been recalled twice .  Overall the car is very complex and I have noticed some anomalies which quickly clear up.  Perhaps a dirty sensor or the extreme cold affects the systems for a few seconds.  We get over 26 mpg.  The car has the adaptive suspension which is fantastic.  Want the ride soft and cushy or firm and stable, just dial it up to your liking.  All in all we love the car and recommend it.

Update 4-18-2020
Over 15,000 trouble free miles  We continue to enjoy the MDX and all its features.  We have maintained a solid 26 mpg.  I have no complaints at this time.
"
acura,mdx,2018,T.J., 04/24/2019,Still some lingering issues not Acura Quality,neu,"Have had my 2018 MDX SH AWD with Technology  Package for over 2 1/2 years now. For the most  part it is a good vehicle, certainly not great. The Acura voice recognition system for virtually all applications is terrible. Pardon...Pardon...Pardon! It is past irritating. Acura has never found a fix.

Drivability is good but the transmission still surges at times when starting from a stop. Has be re-programed by the dealer with minimal changes. Vehicle developed a rattle in the rear interior area . Dealer took panels off and put  grease at every possible point that could rattle. Acura knew about the issue but has no permanent fix so the dealer did the best they could.
On a positive note the front seats are very comfortable.
In retrospect maybe I should have purchased the Honda Pilot. Believe it is a better value for the money.
.
"
acura,mdx,2018,SB Tate, 06/30/2020,The best all around suv,pos,"I don't have any complaints.  We've had ours 2.5 years and only very minor recall issues. I see some complaints on this site but none of our friends have had issues with theirs.
"
acura,mdx,2018,Valerie, 08/07/2020,DANGER/Serious transmission problems,neg,"This car has a very serious problem of hesitating and when on a freeway changing lanes or getting onto a freeway it is very serious. It won't go when accelerating. It jerks from a stop all too often. Now I must take it into Acura because it isn't shifting into second gear going up our hill. Not a very big hill either. Too much transmission problems and this has been a problem with this car for years. I read since 2005. If it can't be fixed a redesign of the car is a necessity. TOO DANGEROUS.
"
acura,mdx,2018,Jmanuel, 10/02/2020,My mdx experience,pos,"I owned a 2018 Acura MDx tech package with brown leather seats ,in my experience driving this vehicle for the past 2 years the only thing that disappoints me is the way the transmission works , feels all the time jerky ,hesitation and since new the vehicle makes a clamping sound every time when goin in speeds and reverse other than that the mdx is confortable driving at high speeds and long trips. Mdx need a new interior change it got stuck back in the 2010 ‘s maybe a redesign and a new engine transmission will make it get 5 stars out of 5 
"
acura,mdx,2018,Darren, 12/16/2020,Great SUV for the money,pos,"If you’re looking for a family-friendly 3-row SUV with strong performance and driving attributes along with some of the highest safety ratings look no further. Although a bit dated and light on luxurious interior the vehicle is packed with technology. The Acura MDX Sport Hybrid is agile and so fun to drive. Great prices abound for used 2018 and 2019 model years. I have owned a 2018 Sport Hybrid and have had zero issues with the vehicle after almost 3 years and 38k miles. 
"
acura,mdx,2018,Michael Walsh, 01/15/2019,Entry level luxury,neu,"The luxury is lacking otherwise it is a competent performer and a solid vehicle.
"
acura,mdx,2018,Melayna, 01/29/2018,My new ride,pos,"I let my husband test drive this car.  We bought it because of its safety record and a friend recommended it.  I am 5’2”  and even with the seat all the way up, I can’t see the end of the car.  We only got the technology package, so no help with parking.  I pray I don’t take out the wall of my garage or another car in a parking lot.
"
acura,mdx,2018,Louie lou, 02/24/2018,MDX pros and cons,pos,"Overall the vehicle is a pretty sound investment. The overall value is great compare to respected models in different makes . The acceration is poor at best. But that’s because you have to get use.  To using the hand throttle control in your fingers . Other then that the MDX technology package is a great value . Plus depending on how and what you did to accomplish buying your vehicle . My strategy was simple getting the most for the least possible cost . What other dealers in the market place were charging me plus tax . I ran a pretty hard bargain. In several dealerships . The comparison and competition was stiff . But you have to drive a hard barge all the way .
"
acura,mdx,2018,Vivian, 10/29/2019,Clicking noise break,neg,When start backing or forward  clicking break noise  uncomfortable for 60k suv we brought to the dealer said the break clicking  noise  is normal. So I have to listen  this noise forever? They said sorry YES because  the manifactor doesn't  want to recall  
acura,mdx,2018,shortKarateGi, 04/20/2018,Must buy,pos,"If you’re in the market for an SUV, you have to consider the 2018 Acura MDX Sports Hybrid. This vehicle is not only fuel efficient, it is also a semi autonomous vehicle. With the combination of LKAS and Adoptive Cruise Control, it could almost drive itself. The infotainment is also good with Apple Carplay. The navigation is OK, I have yet to know how the traffic info can be accessed. For an average size and weight, this car is humongous, lots of space for the entire family. We were able to test the seating capacity, drove for about an hour and a half — no complaints; but I will not suggest it for a very long drive as the middle sit of the second row is quite uneasy to look at. Perhaps this can cary 6 adults and 2 kids? Acceleration is quite good for its size and the MPG was easily achieved, actually moe than the advertised combined MPG. We topped it with 28 and change — actual calculation at the fuel pump. Overall, it’s a verry good car to have. No complaints so far as the car is less than a month of ownership.
"
acura,mdx,2018,anthony martin, 12/30/2017,Great SUV short on seat height,pos,"If you are a short person the seat does not go up enough. RDX does not offer a lot of the comfort accessories like automatic tilt side mirrors, heated steering wheel, telescoping steering wheel.
"
acura,mdx,2018,Ritesh, 08/30/2018,Love Acura,pos,"It’s plush not solid body n suspension like BMW but fulfills almost all needs of a small family
"
acura,mdx,2018,Russ, 08/04/2018,Love Hybrid MDX,pos,"Very comfortable and great mileage.
"
acura,mdx,2018,CK, 08/12/2018,MDX Catch,pos,"Exceptionally comfortable driver seating.........road handling and steering are outstanding.  Only minus would be blind spot on the right rear of vehicle
"
acura,mdx,2018,Balbir, 04/03/2019,Overall a nice Luxury hybrid SUV,pos,"This is my 2nd car and my first luxury SUV. I went to shop a certified MDX after selling my Honda CRV, and came out of the dealership leasing a brand new MDX sports hybrid. The looks and feel of the vehicle are very attractive. Fuel economy, handling , and acceleration is great. The sports+ mode gives you the sports car feel along with the paddle shifters. Kind of , severs the purpose of a SUV and a sports car. i want to buy this car after my lease ends, but am in a dilemma , since Acura is not a established name in hybrid motors, so not sure if the vehicle will be relaiable after few years.
"
acura,mdx,2018,Deidra, 10/26/2019,Acura Is My Life!,pos,"Acura Gives You The Most Bang For Your Buck!!!!
"
acura,mdx,2018,Gianni, 02/14/2019,A nice suv but pricey,pos,"A lot of the little niceities that you would think come on a car of this price are extra.
"
acura,mdx,2018,Rjfung, 05/15/2019,#3 Acura MDX,pos,"This is my 3rd Acura MDX. My first Acura got soso gas mileage. I switched after two years for another Acura MDX , front wheel drive, with better gas mileage. My 3rd Acura MDX has SHAWD. The gas mileage is 20mpg over all. The handling is superb. I love the paddle shifters. I average 75000 miles before brake repair. My wish is that the Acura MDX had the cargo space of a Toyota Sienna but with all the great handling features, paddle shifters, amenities. The Acura MDX  all wheel drive is a wonderful handling SUV. I would buy it again. The dealers service dept., are wonderful. Great customer service.
"
acura,mdx,2018,Great Car, 12/21/2020,Great Car,pos,Ride smooth and very classy.
