Company,Model,Year,Reviewer,Date,Title,Rating,Review
acura,ilx,2013,central25thst, 07/23/2012,Go fast with looks,pos,Grown up with a 6 speed. Smooth shifting tranny. Soft touches allover. Smart phone integration is incredible. 
acura,ilx,2013,sethwas, 04/22/2013,best deal in town if you do your homework,pos,"How to sum this car up - there are no other vehicles in this size that have this many features at this price.
That could be good or bad. 
There are larger vehicles that have this many features at this price (with no gas mileage penalty) and there are plenty of vehicles that are this size that are less expensive and have less features.
So if you could lease a Civic EX-L or a premium package ILX (same monthly payment after you factor in gas and insurance) which would you choose?
If you could buy a loaded Accord or Mazda6 for the same price which would you choose?
Does the badge or dealer experience matter?
All are amazing vehicles - you just need to decide where you want to be."
acura,ilx,2013,hondafan30, 09/08/2012,Acura ILX Impressions after first month,pos,"The Ilx is a great car. I am a Honda/Acura fan which is a big part of why I purchased this car.
You can get more car for the money with Toyota, Honda or Nissan any day, but if you want the Acura badge and build quality you pay the premium. The car handles extremely well, road noise is pretty low and the interior is one of the most comfortable and aesthetically appealing of any car I have owned. The interior isn't large but its done very well. I really enjoy driving this car and it gets its fair share of looks. Don't judge this car by pictures, I went to the dealer to buy a tsx and left with this because when I saw it the body styling really hooked me in. It is definitely not a rebadged civic"
acura,ilx,2013,jeepcolorado, 09/16/2012,Happy with my Acura ILX after 4000 miles,pos,"I purchased the Acura ILX after owning a Jeep Grand Cherokee for seven years.
I really wanted a new JGC Overland, but decided it made more economic sense to look for a comfortable 60 miles/day commuter that would still give the feeling I was driving a solid entry level luxury car with most of todays tech features.

The ILX has a very well engineered interior that seems well above the luxury level of a Civic or other lower end cars and in line with most other cars up to about 40K.
It is a very pleasant place to relax while commuting a couple of hours a day.

With a low 30's budget I compared against the Audi A3, VW GTI, Lexus 250H, and Suburu Outback and decided this was the best choice."
acura,ilx,2013,stevenrose, 11/11/2012,So excited to buy my new Acura ILX,pos,"I have owned many cars from Jeeps to Volvos and I keep coming back to Honda products.
I owned a 1996 Acura Integra and I always refer to that as my favorite car.
I owned a 2007 Volvo S40 that was pretty to look at, but drove very choppy.
The 2013 Acura ILX is really smooth and fun to drive.
I have read reviews that the ILX car is a Honda Civic in a tuxedo.
What is wrong with a Honda Civic?
My 2006 Honda Civic EX Coupe drove 10 times better than my Volvo S40 and the new ILX I just purchased drives even smoother and is 10x more luxurious than my Honda was.

I think I have found that perfect blend of performance, luxury and style.
I think I might have found my new favorite car."
acura,ilx,2013,ilx2013je, 01/21/2013,Polished metal metallic/Parchment Premium Pkg.,pos,"3 months of ownership and I'm extremely satisfied with my new ILX.
Very peppy for a small 4cyl. engine. Ride and handling are very impressive.
Excellent use of space on the interior.
I'm coming from a mid-size and don't miss the little extra room I previously had.
I don't want to see many of them on the road, but everyone should give this car a try."
acura,ilx,2013,ajwhitesox, 05/31/2012,Very satisfied,pos,"Just purchased this car brand new... black on black tech package.
 Love all the tech features!
Nav, weather, bluetooth audio, backup camera....

Average gas mileage combined is 30 thus far.
VERY quiet on the road.
 I really like the way the car looks and the keyless entry on the door handle makes life easy.
 LOVE IT!
 "
acura,ilx,2013,ILX driver, 08/23/2017,Feels like a Civic with luxury price tag.,neg,"I helped m Grandma buy a CPO 2013 ILX w/ Tech. package.  She wanted certain thing like a backup camera, leather, and navigation and the only car she could afford, that ticked those boxes was the Acura ILX.  I drive this car a fair amount, so I do have a good sense of the car.  First, this car DOES NOT feel like an Acura.  My dad has a 09 TSX and everything from the materials, comfort, suspension, and performance on the ILX does not feel like it is related to any Acura.  I have read from many forum discussions when the ILX first came out, that it is truly is a civic in disguise, that requires premium fuel and I can attest that it is.  Most built-in navigations are terrible, so I'm not surprised with the ILX's system, but how can a 2013 ""luxury"" sedan have such a cruddy back-up camera?  It does the job, but even the Toyota Corolla comes with a better camera.  The suspension feels like it was made out of very cheap components, as it feels like the right front wheel is already in need of a ball joint.  The exhaust shield fell off and the paint is prone to chipping.  My suggestion to anyone thinking about getting an ILX is to get an older TSX or just get a fully loaded Civic.
"
acura,ilx,2013,ohmygoshitsme, 06/22/2012,IN LOVE WITH THIS CAR!! ITS A HEAD TURNER!,pos,"My dad and I spent months trying to find the perfect car to me.
When I finally sat in this one at the dealership, things just clicked and I knew that this was the one. I love the sleek, exterior design, and the interior has really nice, soft leather. Now I'll never get lost thanks to my navigation, and lovely backup camera!!! I just wish this car had blind spot monitors and had memory seating feature, so I wouldn't have to adjust it everytime someone sits in my car! Also, I don't like how the front and wheel interior is black and the rest of my car is beige! But otherwise, amazing performance and a real money saver when it comes
to gas. Couldn't be happier with it! Love my birthday present"
acura,ilx,2013,Austin C, 12/16/2018,"Fun Drive, Slow Ride",pos,"If you live in a city where traffic and drivers all appear to have an emergency, be prepared to drive like your part of a funeral procession. This car has one gear that has umph...3rd. Every other gear is designed to keep you from the gas pump and they do. The ILX handles incredible well, takes corners with ease and brakes suddenly when needed. Keep your stereo loud, as you want to drown out the road noise. The interior is sharply designed , but does so with less than stellar Lego material. Looks great, just don't touch anything...kills the illusion. I have never experienced any mechanical failure...not one. I still have great braking left after 67,000 miles. I keep taking my car in, thinking the mechanics who inspect my car, forget to check the brakes. The cars design is fantastic. When another car passes me, as they usually do, they stare at the car or is it me, for moving too slow? Overall, I would buy this again without hesitation. No car has made me laugh so hard with the look of speed and the resiliency to keep me pleased. I do really like this car...just please put the rest of the gears in next time.
"
acura,ilx,2013,Shon, 06/13/2017,Dream car,pos,"I have always wanted to own an Acura. I love this car and it fits me perfectly.
"
acura,ilx,2013,Dawn butler, 07/22/2018,Just got this car,pos,"I love love love it
"
acura,ilx,2013,Saleen8928, 09/06/2019,Best car you’ll find in this class!,pos,"This car is comfortable, and feels roomier than its small size would lead you to believe.  The navigation system is easy to use and the screen is clear and large.  The upgraded sound system is better than I would expect in this class of car.  There are a few minor drawbacks to the car, but based on the price point, you have to expect some trade offs.  First, the 150hp engine is sufficient for 80% of situations, but it’s definitely underpowered.  Get the optional 200hp engine if you can (I think in newer models they made it standard).  I have driven a 2018 with the 200hp, and it makes a huge difference.  Second, there are no memory seat buttons.  I didn’t think this would be a big deal when I was car shopping, but I realized quickly that I used memory seats way more often than I thought.  Then again, I’m someone who is overly sensitive to a seat position that’s slightly off from what I’m used to!   It would be nice if they made this model in AWD, but snow traction is about as decent as you can find without all wheel drive.
"
acura,ilx,2013,Alison, 11/13/2020,Awesome little car!,pos,"I love my ILX Hybrid.  Extremely reliable, Great ride and Great gas mileage (more than advertised even when driving in sport mode).  No mechanical failure and I’m up to 97k miles.  Love the Dolby surround sound!  Just overall a great car and joy to own!
"
acura,ilx,2014,stevenrose, 10/29/2013,Great performance and great value,pos,"Hi-I still love my Acura ILX, the highlight of the car is the responsive engine and transmission.  I also think the care is very attractive and I love the way the steering wheel leather feels.  I also think the steering is also very responsive, even thought it is light.  The only downfall to the car is road noise , however I changed the tires and it made a huge difference.  I did research on Tire rack and purchased tires with the highest rating and I am very impressed.  I am not sure why Acura puts the Michelin Pilot mmx4 on the car when they are not rated well for noise.



I have to say my new ILX is a great car.
The engine is really responsive and the shifting is really smooth.
The interior is finished very well and the leather wrapped steering wheel feels great on the hands.

Handling is excellent, the car goes exactly where you point it.
After the car is broken in, the car is really sporty to drive.
I think the car is underrated.
Consumer Reports does a great job recommending the ILX, other reviewers complain that the ILX is underpowered, but I would give it a test drive.
I drove the new Accord and the Subaru Legacy and I liked the ILX a lot better.
I like how compact and zippy it feels.

I am an Acura Fan and in love with the ILX
"
acura,ilx,2014,aeroj101, 06/23/2014,I absolutely love this car!!! Best car purchase I have made.,pos,"I bought the manual 2.4 version about a month ago, and I am completely in love with this car. First, I think I am probably the target consumer (young professional at a corporate job). I wouldn't want a Civic Si, but I definitely wanted a manual transmission (and the MT option is the ONE main reason I chose the ILX over a Lexus IS; I don't care if the IS is faster, I wanted an MT). The sound isolation is good, road comfort is great (I'm not trying to experience all the bumps on the road), and I personally love hearing the tune of engine revving up (it's beautiful, and it's a manual, and that's part of the fun). I am committed to only owning MT cars, and am glad Acura makes a few."
acura,ilx,2014,david_d82, 07/16/2014,Great Alternative to Boring Commuter Cars!,pos,"I bought my 2014 ILX 2.4 a little over a month ago, and it's been a great purchase.
I did a LOT of research before purchasing this car, and I am very happy that I was not scared off by some of the reviews from the automotive journalism industry.


First, this car is not a rebadged Civic Si. different dimensions, different suspension setup and hardware. Also no garish wing or ugly red interior inserts like the Si. Yay!
Great manual transmission, too. clutch pickup is spot-on, and shifts are super smooth. nice enough features for the price, but infotainment screen is kinda chintzy, and rear seat passengers really need HVAC vents! Reminds me a lot of my 2006 TSX with a manual only better"
acura,ilx,2014,ryhi, 12/08/2016,Second hand ILX 2.4L 6MT,pos,"I was looking for a good commuter with a manual transmission I could hold on to of the next 15 years. I have owned 3 other Hondas so I have seen, first hand, how their powertrains hold up as I maintain them myself. I was interested in either the '16 Civic LX 6MT or the '16 Accord Sport 6MT. I, personally, like the new civic but, at the time, only the LX had the 6MT available. I didn't want to spend ~$19 grand on the base model, base 4 speaker stereo and wheel covers.  I have been spoiled with the features I've come to enjoy in my 2007 Accord EX-L Sdn V6 6MT, I know I was being too harsh on the LX. I began to seriously consider the Accord Sport, it is a gorgeous car on the outside, but I found I would have to give up many features: quality stereo, sunroof and (at the time) leather on the inside. I have always loved the powertrain of the Civic Si, excellent engine and transmission but personally, I didn't want the Si and wasn't too fond of the interior. To every man his taste. I then noticed the ILX. I would never consider buying one brand new for $30k+, but a clean white one at ~$21k @ 10,000 miles and in immaculate shape it became an excellent choice! The new Accord Sport is pushing ~$27k but I got so many more features with the used ILX. I have throughly enjoyed this car and even with the 6MT coming available in the EX-T Civic I find I'm still enjoying my choice without regrets.  (I would really be sad if a Leather/Manual/Turbo civic option had popped up), even with the turbo manual option the Apple Car play is great but it still lacks a bit of a list of features ILX has. Some features I have really enjoyed are the sound system, there is a Sub in the back and the higher wattage is very noticable, much better sound and intensity than my fully loaded 2007 Accord EX-L. The HIDs are excellent, I purchased the car in OR and drove it to CA during a rain storm at night to outrun a snow storm. Those headlights were impressive for that drive, I could see both sides of the road (worried about deer) and much further I have ever been able to see with my other Hondas, the handling is also very light and precise through the mountains. What I wanted in a commuter was good powertrain, this car always puts a smile on my face driving home, this is the best manual transmission I have driven and that engine note never gets old. This thing is quick. Even on starting the engine it reminds you of its capabilities with that aggressive engine note. I've also been pleasantly surprised with the fuel economy. I commonly get ~40 mpg on my 40 mile commute one way, which includes hills and plenty of stop and go, I usually average 31MPG overall with lively city driving. On a longer drive to UT I saw an overall 34.5 MPG on the computer. I've only put premium in it and honestly don't mind the extra dollar or two at each fill up. Even with the newer choices of the Civic Turbo manual and even the excellent Mazda 3 I still went with and couldn't be happier with my choice in the ILX. My only gripe, echoing the many, was no Navigation. Fortunately I have it in my Accord. Honestly, It's a pleasant convenience in it but wasn't a deal breaker in the ILX for me. The screen in the ILX is honestly rather poor, but the sound system quality is what I was looking for. Another gripe is the fact that it revs a little too high for my taste on the freeway, but I like the shorter gear ratio than those longer gears found the Mazda 3 6MT.  The keyless entry and push button start has also an excellent feature I've come to truly enjoy. If you're looking for a good option, the ILX is a solid choice if you can find a good one off lease. This car is a tidy package for the long run. Also the fact that someone designed it so the oil filter is conveniently on the bottom of the engine directly behind the oil drain plug (rather than spilling all over the back of the engine like on the Honda
 F series engine or spilling all over the subframe on the J series) is brilliant.
Read more
"
acura,ilx,2014,scorpio69er, 03/18/2014,Ignore the automotive writers and just drive one yourself,pos,"I own the 2014 ILX base 2.0L 5-sp auto. First off, the 150 hp engine is just fine, thanks. I can cruise at 80 mph on the interstate all day long. I've had no issues running at very high altitude climbing fairly steep grades, and getting up to speed is quick at about 8 sec 0-60 -- once the engine is broken in. It's also economical. I'm averaging 30 mpg with ~8K miles of mixed driving. The differences between the 2014 and 2013 are not minor. The 2014 now comes standard with heated leather seats (driver's is powered), rear-backup camera, 17"" alloys, and additional sound deadening, including active noise reduction. I'm 6'1"" and I fit in the car just fine. Go test drive one yourself."
acura,ilx,2014,zoomjag, 03/28/2015,What you expect from the driver's seat isn't what this $31k Civic delivers.,pos,"Disappointing with time.  This vehicle doesn't feel like a comprehensive 'package' - It's an economy car, that's it.  Acura has taken a Civic (which is perfectly good as is) added a great dash, and some engine and suspension tuning and called it a day, and these mechanical touches don't really seem to add anything to the Civic package nor compete with the Civic Si(as if engineers just threw ""good parts"" at the car without testing). In many ways, the result here is an underpowered, loud, econobox with disturbing views from the drivers seat (funhouse drivers mirror, subpar plastic on the lower doors, blindspots for days) with a stereo that doesn't deliver premium sound leave you expecting more"
acura,ilx,2014,pwdrday, 09/11/2014,Fun little car,pos,"When I started looking at this car, I found it to be mediocre on paper.    Acceleration, handling, mpg, etc all seemed acceptable, but it didn't stand out.  However, I ended up taking a test drive because manual transmission cars have become hard to find, and they were giving big discounts.  After a test drive though, I realized that this car was something special, and the more I drive it the more I like it.  I'm happy to say that this car has a much higher fun factor than I originally expected.  The clutch and transmission are just a pure joy to use.  It's definitely the nicest manual transmission I've ever had, including multiple VWs, a Saab, and multiple Subarus.  The engine also loves to rev and has a wonderful sound for a 4 cyl.  It's no track monster, but for real road driving, I can't think of a car that was more fun (even more than my WRX) to drive around without doing illegal speeds.  Lastly, I find that the EPA gas mileage is easily exceeded without trying.  If I had to knock it on anything, it's the road noise.  For a 'premium' badge, I would have expected to be more quiet.  However, if you are OK with the normal noise levels found in Hondas/Acuras, this is a great choice for a little sporty car!
"
acura,ilx,2014,wdc6446, 05/11/2015,Love it,pos,"The more I drive this car, the more I love it.  Like many others, I was a little worried I would miss having a turbo but loved the combination of economy, luxury,reliability and good looks that this car offered, at a price I could feel good about. Feels sporty, smooth, and responsive. I can honestly say I haven't missed the horsepower. I can't believe it doesn't get better reviews.  I have the Tech package, and love the bluetooth, the navigation, and the sound.  I rarely get less than 30 mpg and that with considerable city driving.  When you give it gas, it has a healthy rev, and cruises very comfortably at 70-80mph.  Passing is never a problem. "
acura,ilx,2014,1speedbike, 03/15/2014,There's more to life than horsepower!,pos,"Was apprehensive at first considering the HP ratings, BUT for the price this car can't be beat! Lots of high-tech and comfort features for <$30K. Heated power comfy seats, rear camera, voice integration, bluetooth, active noise cancellation, NAV, leather, sleek styling. This is NOT just an ""upgraded Civic.""

Obviously, engine leaves you wanting, but its buttery smooth and loves to rev, and is plenty for highway passing. Suspension is not too taut like a sports car, but not overly soft. Steering is typical Honda light, but also responsive. Great handling for FWD. Also, super LIGHT car with consistent 30 mpg.

Other than power, it has everything I could ask for in an entry luxury sedan. "
acura,ilx,2014,bybchucky, 03/02/2014,Excellent Commuter Car,pos,"I recently purchased an ILX with the Tech pkg, and I am very pleased with it. I had a 2008 Acura TL prior to purchasing this car, and I thought I would miss the V6 acceleration, but I honestly don't. A lot of the reviews say the 150 hp is underpowered, but I find the car to be adequate. In fact, it picks up quite nicely on the highway and I don't have trouble passing cars. The interior is nice, well built, and feels a lot wider than what the outside appearance would make you believe. The rear leg room is also excellent considering this is a compact car. As stated above, this is an excellent commuter car."
acura,ilx,2014,pda2, 02/26/2014,Excellent Value!,pos,"Well, I have the smaller engine in the automatic and it aint a beast..but with the shifter paddles
you can manipulate the gears slightly for a little bit more oooumph. From a quality to price standpoint, this is VERY hard to beat. I looked at Chevy's, Toyota's, even the Mazda 3 and 6, all similar price points. The quality inside and lines out, make this look like and feel like a much more respectable and high quality ride. What car would you rather show up in at a clients house? What car would you rather trust with a child inside? LCD screen is VERY small BUT the trunk holds 2 sets+ of golf clubs. It rides very smooth, seats adjust easily, the interface is user friendly with simple buttons "
acura,ilx,2014,Tommy, 01/28/2016,Reliable and luxurious,pos,"My family has had a few acuras. We have always loved them. From an Mdx with 200k+ miles to brand new RL's. Great ride, sleek look, great gas, inexpensive to maintain compared to other cars in this class.
"
acura,ilx,2015,stevenrose, 10/06/2014,My ILX is a great car,pos,"Update: My ILX has only continued to perform better with each mile.  The engine and transmission are as smooth as silk and it feels spritley.  It also looks great.  Great car!!!  I really enjoy owning my ILX.  The ILX offers a great value.  For just over $27,000 you get a lot of standard features including leather, 17"" wheels, back-up camera, luxury car dealership service treatment and Acura reliability.  The ILX handles great, for a small engine it is refined and smooth.  Acceleration is decent and the car feels more powerful than 150HP.  On the highway you don't even realize you have hit 80 because it is pretty smooth.  Road noise is the only downfall, but when you are listening to the great stereo you don't hear a thing.   If you read some reviews I think they are unfair, the car is excellent.  I test drove the Audi A3 1.8T and the turbo and love the ILX by far.
"
acura,ilx,2015,NicBran, 10/04/2015,Great entry level luxury car,pos,"Before purchasing this car, I had a Mazda RX-8 which I had owned for 9 years.  I loved the car, I wasn't ready to give it up but the cost of repairs, the difficulty in repairing the car, the nickel and diming from Mazda because of the rotary engine was taking it's toll and it finally came time for me to consider trading the car in for something more reliable.  I had considered Audi and BMW, but the biggest ""want"" on my car wish list was that the vehicle had to be easy to repair and not cost an arm and a leg each time I took it in.  I just wanted something that had the sleekness and handling of my RX-8 but with the engine of a Honda.  So what better than an Acura?  Granted, when I test drove the ILX, I was rather bored, I thought the car was too sedate.  However, I had to remind myself that I was used to the squirreliness of the rear wheel drive on the RX-8 and that the sedateness of the ILX could be good for me.  While the ILX does not handle as well as the RX-8 (I am a rather aggressive driver and enjoyed the manual transmission on the Mazda), the ILX is pretty decent in acceleration, handles corners well (I don't have to worry about fish tailing), and has an overall feeling of ""gliding"" that I really enjoy.  I also love the interior.  Some of the reviews on the ILX will say the interior is not as nice as the Audi A3 or the BMW 3 series, but I beg to differ.  The interior is sleek and comfortable, the user interface on the touchscreen fairly easy to use.  The one complaint I do have is that the navigation app is only compatible with iPhone and as I am a Galaxy user, it is useless to me.  Also one thing to note with this car that salespeople at the dealership may argue with, is that this car performs WAY better on premium gasoline.  When I purchased the car, the sales person said the car takes regular gas.  I put regular in the car and experienced lagging at acceleration, rough idling, and I could feel the car stumbling when I would push down on the gas. When I brought it up to the guy who sold me the car, he said that was impossible, however, when I refueled with premium, the car was back to ""gliding"" and I have no trouble with acceleration.  Use your best judgement but don't always listen to the guy selling the car.  The guy who sold me my car knew nothing about the car and kept saying ""It is a beautiful car, it sells itself"".  Overall, I am very happy I did not go with Audi or BMW and know that when this car will need servicing, I will not walk out missing a huge piece of my paycheck.  It was a great transition from the RX-8.
"
acura,ilx,2015,robin707, 05/15/2015,Amazing Car!,pos,"I just purchased the 2015 ILX 2.4 6 speed manual and must say, this is the most fun car I've ever had. It handles great on curvy roads, the seats feel like they were made for me. The price was even reasonable for the performance and comfort. This is the best manual I have ever driven, it's smooth, it's fast and it's so much fun! I highly recommend this car to anyone who wants a sporty, yet functional car."
acura,ilx,2015,MC, 10/14/2018,saved from bmw,pos,"I was in a 328i BMW which was poor on gas, ripped of on repairs' yet best performance by any of over 25 cars  I have Owned. However this is a great low cost ,strong performance except for poor take off in the rain, yet my wallet  love's it and so do I. It's  also a 4cyl,don't a v6 anymore.
"
acura,ilx,2015,Seth L, 03/30/2016,Noisy as heck !,pos,"Transmission hums all the time. Acura claims, ""it's a normal characteristic of the car.""
"
acura,ilx,2016,6thman, 04/24/2015,ILX Tech pack.,pos,"Got the ILX like 3 weeks ago, so far no problems, fast, corners nicely, good on gas, I like better than the A3, felt cramped inside, handles as well as IS250, anyone feels differently about you are subject to your own opinion, I am not a critic just a regular guy typing my own views..."
acura,ilx,2016,Shane Gochenouer, 09/02/2015,I LOVE this car!,pos,"This car has met all of my expectations and surpassed most of them, it is everything I was looking for at a very reasonable price point. I previously owned a 2014 Civic EX 4dr, which I bought, at least partially, because Civics are traditionally modders, with a lot of potential for customization. Not so much the case (mechanically) anymore, unless you get the SI, but I work in the city and bumper to bumper commuting with a manual, forget it. At any rate, the ILX offered everything I wanted my Civic to become, sporty, both in appearance and performance (big emphasis on performance), as well as more luxury and Honda/Acura's legendary reliability. I did a LOT of research before pulling the trigger on the purchase and I just don't think that anything out there can touch the ILX if price is at all an issue for you. Go to Audi, BMW, Mercedes, Infiniti, Lexus websites and ""Build and Price"" their entry level offerings with same/similar features and you will see what I mean. In NONE of those cases are you getting anywhere near the ILX in features, performance, quality or reliability for under 40K (the model I bought, w/ premium package, stickers at $30,820 with destination charges). If you are looking to buy a status symbol, this isn't the car for you, but if you want luxury quality and performance combined with unmatched reliability, this is definitely worth a look and test drive, I consider it a class leading example of what I call ""practical luxury"". Also worth mention, I had a 2015 ILX base model (with the 2.0) loaner for a day and a half while the dealership installed a remote start and was NOT impressed, the 2015 would not have won me over, I would still be driving the Civic, so if you have an  earlier model and weren't pleased or it didn't meet your expectations, give the 2016 a test drive. 

The only Cons I have to offer are getting into and out of the vehicle (at 5'11"" with short legs and a long torso) can be slightly awkward and low speed crawl can be chunky at times (for the first week till you get used to shift points) however from the reviews I have read on its competitors it still excels in this area (I haven't test driven any of them).

UPDATE: After 8 months driving it every day, I still love this car. My only takeaway after 8 months is that without Navi the 2 screen layout can feel pretty redundant, but that's such a first world problem I don't even feel good complaining about it. Sport mode is awesome, whether or not you use the paddle shifters, which by the way can be used in normal drive mode as well.
"
acura,ilx,2016,Holly Swanson, 04/30/2016,I love it,pos,"I absolutely adore this car. I have no idea what some people are talking about regarding the seats being uncomfortable. These are the most comfortable seats I've ever driven in. This car is just what I was looking for...a beautiful, reliable and luxurious commuter. The white model really turns heads and by the first week I'd already gotten so many compliments. Interior road noise is perfect, road feel is excellent, steering is excellent, ever little detail in his car screams luxury. Really nothing bad I can say about this car, and no I've not been paid to say these things...this car is just that good.
"
